"CBSCode","BGMNaam","KadGemNaam","Sectie","DatumVanaf","DatumTot","Toelichting"
"873","Woensdrecht","Ossendrecht","C",,,
"873","Woensdrecht","Ossendrecht","D",,,
"873","Woensdrecht","Ossendrecht","E",,,
"873","Woensdrecht","Ossendrecht","F",,,
"873","Woensdrecht","Ossendrecht","G",,,
"873","Woensdrecht","Putte","A",,,
"873","Woensdrecht","Putte","B",,,
"873","Woensdrecht","Putte","C",,,
"873","Woensdrecht","Woensdrecht","A",,,
"873","Woensdrecht","Woensdrecht","B",,,
"873","Woensdrecht","Woensdrecht","C",,,
"873","Woensdrecht","Woensdrecht","D",,,
"873","Woensdrecht","Woensdrecht","E",,,
"873","Woensdrecht","Woensdrecht","F",,,
"873","Woensdrecht","Woensdrecht","G",,,
"879","Zundert","Rijsbergen","A",,,
"879","Zundert","Rijsbergen","B",,,
"879","Zundert","Rijsbergen","C",,,
"879","Zundert","Rijsbergen","D",,,
"879","Zundert","Rijsbergen","E",,,
"879","Zundert","Rijsbergen","F",,,
"879","Zundert","Rijsbergen","G",,,
"879","Zundert","Rijsbergen","H",,,
"879","Zundert","Rijsbergen","I",,,
"879","Zundert","Rijsbergen","K",,,
"879","Zundert","Zundert","A",,,
"879","Zundert","Zundert","B",,,
"879","Zundert","Zundert","C",,,
"879","Zundert","Zundert","D",,,
"879","Zundert","Zundert","E",,,
"879","Zundert","Zundert","F",,,
"879","Zundert","Zundert","G",,,
"879","Zundert","Zundert","H",,,
"879","Zundert","Zundert","I",,,
"879","Zundert","Zundert","K",,,
"879","Zundert","Zundert","L",,,
"879","Zundert","Zundert","M",,,
"879","Zundert","Zundert","N",,,
"879","Zundert","Zundert","P",,,
"879","Zundert","Zundert","R",,,
"879","Zundert","Zundert","S",,,
"879","Zundert","Zundert","T",,,
"879","Zundert","Zundert","U",,,
"880","Wormerland","Jisp","A",,,
"880","Wormerland","Jisp","H",,,
"880","Wormerland","Wijdewormer","A",,,
"880","Wormerland","Wijdewormer","B",,,
"880","Wormerland","Wijdewormer","C",,,
"880","Wormerland","Wijdewormer","D",,,
"880","Wormerland","Wijdewormer","E",,,
"880","Wormerland","Wijdewormer","F",,,
"880","Wormerland","Wormer","A",,,
"880","Wormerland","Wormer","E",,,
"880","Wormerland","Wormer","F",,,
"880","Wormerland","Wormer","G",,,
"880","Wormerland","Wormer","I",,,
"882","Landgraaf","Landgraaf","A",,,
"882","Landgraaf","Landgraaf","B",,,
"882","Landgraaf","Landgraaf","C",,,
"882","Landgraaf","Landgraaf","D",,,
"882","Landgraaf","Landgraaf","E",,,
"882","Landgraaf","Nieuwenhagen","A",,,
"882","Landgraaf","Nieuwenhagen","B",,,
"882","Landgraaf","Nieuwenhagen","C",,,
"882","Landgraaf","Nieuwenhagen","D",,,
"882","Landgraaf","Schaesberg","A",,,
"882","Landgraaf","Schaesberg","B",,,
"882","Landgraaf","Schaesberg","E",,,
"882","Landgraaf","Schaesberg","F",,,
"882","Landgraaf","Schaesberg","G",,,
"882","Landgraaf","Ubach over Worms","A",,,
"882","Landgraaf","Ubach over Worms","B",,,
"882","Landgraaf","Ubach over Worms","C",,,
"882","Landgraaf","Ubach over Worms","D",,,
"882","Landgraaf","Ubach over Worms","E",,,
"882","Landgraaf","Ubach over Worms","G",,,
"888","Beek","Beek","A",,,
"888","Beek","Beek","B",,,
"888","Beek","Beek","C",,,
"888","Beek","Beek","D",,,
"888","Beek","Beek","E",,,
"888","Beek","Beek","F",,,
"888","Beek","Beek","G",,,
"888","Beek","Beek","H",,,
"888","Beek","Beek","I",,,
"888","Beek","Beek","K",,,
"888","Beek","Beek","L",,,
"888","Beek","Beek","M",,,
"888","Beek","Beek","N",,,
"888","Beek","Spaubeek","A",,,
"888","Beek","Spaubeek","B",,,
"888","Beek","Spaubeek","C",,,
"889","Beesel","Beesel","A",,,
"889","Beesel","Beesel","B",,,
"889","Beesel","Beesel","C",,,
"889","Beesel","Beesel","D",,,
"889","Beesel","Beesel","E",,,
"889","Beesel","Beesel","F",,,
"889","Beesel","Beesel","G",,,
"889","Beesel","Beesel","H",,,
"889","Beesel","Beesel","K",,,
"889","Beesel","Beesel","L",,,
"889","Beesel","Beesel","M",,,
"889","Beesel","Beesel","N",,,
"889","Beesel","Beesel","O",,,
"889","Beesel","Beesel","P",,,
"889","Beesel","Beesel","Q",,,
"889","Beesel","Beesel","R",,,
"893","Bergen (L)","Bergen Limburg","C",,,
"893","Bergen (L)","Bergen Limburg","D",,,
"893","Bergen (L)","Bergen Limburg","E",,,
"893","Bergen (L)","Bergen Limburg","F",,,
"893","Bergen (L)","Bergen Limburg","G",,,
"893","Bergen (L)","Bergen Limburg","H",,,
"893","Bergen (L)","Bergen Limburg","K",,,
"893","Bergen (L)","Bergen Limburg","L",,,
"893","Bergen (L)","Bergen Limburg","M",,,
"893","Bergen (L)","Bergen Limburg","N",,,
"893","Bergen (L)","Bergen Limburg","P",,,
"893","Bergen (L)","Bergen Limburg","R",,,
"893","Bergen (L)","Bergen Limburg","S",,,
"893","Bergen (L)","Bergen Limburg","T",,,
"899","Brunssum","Brunssum","A",,,
"899","Brunssum","Brunssum","B",,,
"899","Brunssum","Brunssum","C",,,
"899","Brunssum","Brunssum","D",,,
"899","Brunssum","Brunssum","E",,,
"899","Brunssum","Brunssum","F",,,
"899","Brunssum","Brunssum","G",,,
"899","Brunssum","Brunssum","H",,,
"899","Brunssum","Brunssum","I",,,
"899","Brunssum","Brunssum","K",,,
"907","Gennep","Gennep","B",,,
"907","Gennep","Gennep","C",,,
"907","Gennep","Gennep","D",,,
"907","Gennep","Gennep","F",,,
"907","Gennep","Gennep","G",,,
"907","Gennep","Gennep","H",,,
"907","Gennep","Gennep","P",,,
"907","Gennep","Ottersum","A",,,
"907","Gennep","Ottersum","C",,,
"907","Gennep","Ottersum","D",,,
"907","Gennep","Ottersum","E",,,
"907","Gennep","Ottersum","F",,,
"917","Heerlen","Hoensbroek","A",,,
"917","Heerlen","Hoensbroek","B",,,
"917","Heerlen","Hoensbroek","C",,,
"917","Heerlen","Hoensbroek","D",,,
"917","Heerlen","Heerlen","A",,,
"917","Heerlen","Heerlen","B",,,
"917","Heerlen","Heerlen","C",,,
"917","Heerlen","Heerlen","D",,,
"917","Heerlen","Heerlen","E",,,
"917","Heerlen","Heerlen","F",,,
"917","Heerlen","Heerlen","G",,,
"917","Heerlen","Heerlen","H",,,
"917","Heerlen","Heerlen","K",,,
"917","Heerlen","Heerlen","L",,,
"917","Heerlen","Heerlen","M",,,
"917","Heerlen","Heerlen","N",,,
"917","Heerlen","Heerlen","O",,,
"917","Heerlen","Heerlen","Q",,,
"917","Heerlen","Heerlen","R",,,
"917","Heerlen","Heerlen","S",,,
"917","Heerlen","Heerlen","T",,,
"917","Heerlen","Heerlen","U",,,
"917","Heerlen","Heerlen","V",,,
"917","Heerlen","Heerlen","W",,,
"928","Kerkrade","Kerkrade","A",,,
"928","Kerkrade","Kerkrade","B",,,
"928","Kerkrade","Kerkrade","D",,,
"928","Kerkrade","Kerkrade","E",,,
"928","Kerkrade","Kerkrade","F",,,
"928","Kerkrade","Kerkrade","G",,,
"928","Kerkrade","Kerkrade","H",,,
"928","Kerkrade","Kerkrade","K",,,
"928","Kerkrade","Kerkrade","L",,,
"928","Kerkrade","Kerkrade","M",,,
"928","Kerkrade","Kerkrade","N",,,
"928","Kerkrade","Kerkrade","P",,,
"935","Maastricht","Amby","A",,,
"935","Maastricht","Amby","B",,,
"935","Maastricht","Amby","C",,,
"935","Maastricht","Amby","D",,,
"935","Maastricht","Borgharen","A",,,
"935","Maastricht","Borgharen","B",,,
"935","Maastricht","Heer","A",,,
"935","Maastricht","Heer","B",,,
"935","Maastricht","Itteren","A",,,
"935","Maastricht","Itteren","B",,,
"935","Maastricht","Maastricht","A",,,
"935","Maastricht","Maastricht","B",,,
"935","Maastricht","Maastricht","C",,,
"935","Maastricht","Maastricht","D",,,
"935","Maastricht","Maastricht","E",,,
"935","Maastricht","Maastricht","F",,,
"935","Maastricht","Maastricht","G",,,
"935","Maastricht","Maastricht","H",,,
"935","Maastricht","Maastricht","I",,,
"935","Maastricht","Maastricht","K",,,
"935","Maastricht","Maastricht","L",,,
"935","Maastricht","Maastricht","M",,,
"935","Maastricht","Maastricht","N",,,
"935","Maastricht","Maastricht","O",,,
"935","Maastricht","Maastricht","P",,,
"935","Maastricht","Maastricht","Q",,,
"935","Maastricht","Maastricht","R",,,
"935","Maastricht","Maastricht","S",,,
"935","Maastricht","Maastricht","T",,,
"935","Maastricht","Maastricht","V",,,
"935","Maastricht","Maastricht","W",,,
"935","Maastricht","Sint Pieter","A",,,
"935","Maastricht","Sint Pieter","B",,,
"935","Maastricht","Oud-Vroenhoven","A",,,
"935","Maastricht","Oud-Vroenhoven","C",,,
"935","Maastricht","Oud-Vroenhoven","D",,,
"935","Maastricht","Oud-Vroenhoven","H",,,
"935","Maastricht","Oud-Vroenhoven","I",,,
"935","Maastricht","Oud-Vroenhoven","K",,,
"938","Meerssen","Bunde","A",,,
"938","Meerssen","Bunde","B",,,
"938","Meerssen","Bunde","C",,,
"938","Meerssen","Bunde","D",,,
"938","Meerssen","Geulle","A",,,
"938","Meerssen","Geulle","B",,,
"938","Meerssen","Geulle","C",,,
"938","Meerssen","Geulle","D",,,
"938","Meerssen","Meerssen","A",,,
"938","Meerssen","Meerssen","B",,,
"938","Meerssen","Meerssen","D",,,
"938","Meerssen","Meerssen","E",,,
"938","Meerssen","Meerssen","F",,,
"938","Meerssen","Meerssen","G",,,
"938","Meerssen","Meerssen","H",,,
"938","Meerssen","Meerssen","K",,,
"938","Meerssen","Meerssen","L",,,
"938","Meerssen","Ulestraten","B",,,
"938","Meerssen","Ulestraten","C",,,
"938","Meerssen","Ulestraten","D",,,
"938","Meerssen","Ulestraten","E",,,
"944","Mook en Middelaar","Mook en Middelaar","A",,,
"944","Mook en Middelaar","Mook en Middelaar","B",,,
"944","Mook en Middelaar","Mook en Middelaar","C",,,
"944","Mook en Middelaar","Mook en Middelaar","D",,,
"944","Mook en Middelaar","Mook en Middelaar","E",,,
"946","Nederweert","Nederweert","A",,,
"946","Nederweert","Nederweert","AA",,,
"946","Nederweert","Nederweert","AB",,,
"946","Nederweert","Nederweert","AC",,,
"946","Nederweert","Nederweert","B",,,
"946","Nederweert","Nederweert","C",,,
"946","Nederweert","Nederweert","G",,,
"946","Nederweert","Nederweert","H",,,
"946","Nederweert","Nederweert","L",,,
"946","Nederweert","Nederweert","M",,,
"946","Nederweert","Nederweert","N",,,
"946","Nederweert","Nederweert","O",,,
"946","Nederweert","Nederweert","P",,,
"946","Nederweert","Nederweert","R",,,
"946","Nederweert","Nederweert","S",,,
"946","Nederweert","Nederweert","T",,,
"946","Nederweert","Nederweert","U",,,
"946","Nederweert","Nederweert","W",,,
"946","Nederweert","Nederweert","X",,,
"946","Nederweert","Nederweert","Y",,,
"946","Nederweert","Nederweert","Z",,,
"957","Roermond","Herten","A",,,
"957","Roermond","Herten","B",,,
"957","Roermond","Herten","C",,,
"957","Roermond","Herten","D",,,
"957","Roermond","Maasniel","B",,,
"957","Roermond","Maasniel","C",,,
"957","Roermond","Maasniel","D",,,
"957","Roermond","Maasniel","E",,,
"957","Roermond","Maasniel","F",,,
"957","Roermond","Roermond","A",,,
"957","Roermond","Roermond","B",,,
"957","Roermond","Roermond","C",,,
"957","Roermond","Roermond","D",,,
"957","Roermond","Roermond","E",,,
"957","Roermond","Roermond","F",,,
"957","Roermond","Roermond","G",,,
"957","Roermond","Roermond","H",,,
"957","Roermond","Roermond","K",,,
"957","Roermond","Roermond","L",,,
"957","Roermond","Roermond","M",,,
"957","Roermond","Roermond","O",,,
"957","Roermond","Roermond","P",,,
"957","Roermond","Roermond","R",,,
"957","Roermond","Roermond","S",,,
"957","Roermond","Swalmen","A",,,
"957","Roermond","Swalmen","B",,,
"957","Roermond","Swalmen","C",,,
"957","Roermond","Swalmen","D",,,
"957","Roermond","Swalmen","E",,,
"957","Roermond","Swalmen","F",,,
"957","Roermond","Swalmen","G",,,
"957","Roermond","Swalmen","H",,,
"957","Roermond","Swalmen","I",,,
"957","Roermond","Swalmen","K",,,
"957","Roermond","Swalmen","L",,,
"957","Roermond","Swalmen","M",,,
"965","Simpelveld","Bocholtz","A",,,
"965","Simpelveld","Bocholtz","B",,,
"965","Simpelveld","Bocholtz","C",,,
"965","Simpelveld","Bocholtz","D",,,
"965","Simpelveld","Simpelveld","A",,,
"965","Simpelveld","Simpelveld","B",,,
"965","Simpelveld","Simpelveld","C",,,
"965","Simpelveld","Simpelveld","D",,,
"965","Simpelveld","Simpelveld","E",,,
"965","Simpelveld","Simpelveld","F",,,
"965","Simpelveld","Simpelveld","G",,,
"965","Simpelveld","Simpelveld","H",,,
"965","Simpelveld","Simpelveld","K",,,
"965","Simpelveld","Simpelveld","L",,,
"965","Simpelveld","Simpelveld","M",,,
"965","Simpelveld","Simpelveld","N",,,
"971","Stein","Elsloo","A",,,
"971","Stein","Elsloo","B",,,
"971","Stein","Elsloo","C",,,
"971","Stein","Elsloo","D",,,
"971","Stein","Stein","A",,,
"971","Stein","Stein","B",,,
"971","Stein","Stein","C",,,
"971","Stein","Stein","D",,,
"971","Stein","Stein","E",,,
"971","Stein","Stein","F",,,
"971","Stein","Stein","G",,,
"971","Stein","Stein","H",,,
"971","Stein","Stein","K",,,
"971","Stein","Stein","L",,,
"971","Stein","Urmond","A",,,
"971","Stein","Urmond","B",,,
"971","Stein","Urmond","C",,,
"971","Stein","Urmond","D",,,
"981","Vaals","Vaals","A",,,
"981","Vaals","Vaals","B",,,
"981","Vaals","Vaals","C",,,
"981","Vaals","Vaals","D",,,
"981","Vaals","Vaals","E",,,
"981","Vaals","Vaals","F",,,
"981","Vaals","Vaals","G",,,
"981","Vaals","Vaals","H",,,
"983","Venlo","Arcen en Velden","A",,,
"983","Venlo","Arcen en Velden","B",,,
"983","Venlo","Arcen en Velden","C",,,
"983","Venlo","Arcen en Velden","D",,,
"983","Venlo","Arcen en Velden","E",,,
"983","Venlo","Arcen en Velden","F",,,
"983","Venlo","Arcen en Velden","G",,,
"983","Venlo","Arcen en Velden","H",,,
"983","Venlo","Arcen en Velden","I",,,
"983","Venlo","Arcen en Velden","K",,,
"983","Venlo","Arcen en Velden","L",,,
"983","Venlo","Arcen en Velden","M",,,
"983","Venlo","Belfeld","A",,,
"983","Venlo","Belfeld","B",,,
"983","Venlo","Belfeld","D",,,
"983","Venlo","Belfeld","E",,,
"983","Venlo","Belfeld","F",,,
"983","Venlo","Tegelen","A",,,
"983","Venlo","Tegelen","B",,,
"983","Venlo","Tegelen","C",,,
"983","Venlo","Tegelen","D",,,
"983","Venlo","Venlo","A",,,
"983","Venlo","Venlo","B",,,
"983","Venlo","Venlo","C",,,
"983","Venlo","Venlo","D",,,
"983","Venlo","Venlo","E",,,
"983","Venlo","Venlo","F",,,
"983","Venlo","Venlo","G",,,
"983","Venlo","Venlo","H",,,
"983","Venlo","Venlo","I",,,
"983","Venlo","Venlo","K",,,
"983","Venlo","Venlo","L",,,
"983","Venlo","Venlo","M",,,
"983","Venlo","Venlo","N",,,
"983","Venlo","Venlo","O",,,
"983","Venlo","Venlo","P",,,
"983","Venlo","Venlo","R",,,
"983","Venlo","Venlo","S",,,
"983","Venlo","Venlo","T",,,
"983","Venlo","Venlo","U",,,
"983","Venlo","Venlo","V",,,
"983","Venlo","Venlo","W",,,
"983","Venlo","Venlo","X",,,
"984","Venray","Venray","A",,,
"984","Venray","Venray","AB",,,
"984","Venray","Venray","B",,,
"984","Venray","Venray","C",,,
"984","Venray","Venray","E",,,
"984","Venray","Venray","H",,,
"984","Venray","Venray","I",,,
"984","Venray","Venray","K",,,
"984","Venray","Venray","L",,,
"984","Venray","Venray","M",,,
"984","Venray","Venray","N",,,
"984","Venray","Venray","O",,,
"984","Venray","Venray","P",,,
"984","Venray","Venray","R",,,
"984","Venray","Venray","S",,,
"984","Venray","Venray","T",,,
"984","Venray","Venray","U",,,
"984","Venray","Venray","V",,,
"984","Venray","Venray","W",,,
"984","Venray","Venray","X",,,
"984","Venray","Venray","Y",,,
"984","Venray","Venray","Z",,,
"984","Venray","Wanssum","A",,,
"984","Venray","Wanssum","C",,,
"984","Venray","Wanssum","D",,,
"984","Venray","Wanssum","E",,,
"986","Voerendaal","Klimmen","A",,,
"986","Voerendaal","Klimmen","B",,,
"986","Voerendaal","Klimmen","C",,,
"986","Voerendaal","Klimmen","D",,,
"986","Voerendaal","Klimmen","E",,,
"986","Voerendaal","Voerendaal","A",,,
"986","Voerendaal","Voerendaal","B",,,
"986","Voerendaal","Voerendaal","C",,,
"986","Voerendaal","Voerendaal","E",,,
"986","Voerendaal","Voerendaal","F",,,
"986","Voerendaal","Voerendaal","G",,,
"986","Voerendaal","Voerendaal","H",,,
"986","Voerendaal","Voerendaal","I",,,
"986","Voerendaal","Voerendaal","K",,,
"986","Voerendaal","Voerendaal","L",,,
"986","Voerendaal","Voerendaal","M",,,
"986","Voerendaal","Voerendaal","N",,,
"986","Voerendaal","Voerendaal","O",,,
"986","Voerendaal","Voerendaal","P",,,
"988","Weert","Stramproy","A",,,
"988","Weert","Stramproy","B",,,
"988","Weert","Stramproy","D",,,
"988","Weert","Stramproy","E",,,
"988","Weert","Stramproy","F",,,
"988","Weert","Stramproy","G",,,
"988","Weert","Weert","A",,,
"988","Weert","Weert","AA",,,
"988","Weert","Weert","AB",,,
"988","Weert","Weert","AC",,,
"988","Weert","Weert","AD",,,
"988","Weert","Weert","AE",,,
"988","Weert","Weert","AF",,,
"988","Weert","Weert","AG",,,
"988","Weert","Weert","AH",,,
"988","Weert","Weert","B",,,
"988","Weert","Weert","C",,,
"988","Weert","Weert","D",,,
"988","Weert","Weert","E",,,
"988","Weert","Weert","F",,,
"988","Weert","Weert","G",,,
"988","Weert","Weert","I",,,
"988","Weert","Weert","K",,,
"988","Weert","Weert","L",,,
"988","Weert","Weert","M",,,
"988","Weert","Weert","N",,,
"988","Weert","Weert","O",,,
"988","Weert","Weert","P",,,
"988","Weert","Weert","Q",,,
"988","Weert","Weert","R",,,
"988","Weert","Weert","S",,,
"988","Weert","Weert","T",,,
"988","Weert","Weert","U",,,
"988","Weert","Weert","W",,,
"988","Weert","Weert","X",,,
"988","Weert","Weert","Y",,,
"988","Weert","Weert","Z",,,
"994","Valkenburg aan de Geul","Berg en Terblijt","A",,,
"994","Valkenburg aan de Geul","Berg en Terblijt","B",,,
"994","Valkenburg aan de Geul","Berg en Terblijt","C",,,
"994","Valkenburg aan de Geul","Berg en Terblijt","D",,,
"994","Valkenburg aan de Geul","Houthem","A",,,
"994","Valkenburg aan de Geul","Houthem","B",,,
"994","Valkenburg aan de Geul","Houthem","C",,,
"994","Valkenburg aan de Geul","Schin op Geul","B",,,
"994","Valkenburg aan de Geul","Schin op Geul","C",,,
"994","Valkenburg aan de Geul","Schin op Geul","D",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","A",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","B",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","C",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","D",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","E",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","F",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","G",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","H",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","K",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","L",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","M",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","N",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","P",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","R",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","S",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","T",,,
"994","Valkenburg aan de Geul","Valkenburg Limburg","U",,,
"994","Valkenburg aan de Geul","Oud-Valkenburg","A",,,
"994","Valkenburg aan de Geul","Oud-Valkenburg","B",,,
"994","Valkenburg aan de Geul","Oud-Valkenburg","C",,,
"995","Lelystad","Lelystad","A",,,
"995","Lelystad","Lelystad","B",,,
"995","Lelystad","Lelystad","F",,,
"995","Lelystad","Lelystad","H",,,
"995","Lelystad","Lelystad","I",,,
"995","Lelystad","Lelystad","K",,,
"995","Lelystad","Lelystad","L",,,
"995","Lelystad","Lelystad","M",,,
"995","Lelystad","Lelystad","N",,,
"995","Lelystad","Lelystad","O",,,
"995","Lelystad","Lelystad","P",,,
"995","Lelystad","Lelystad","R",,,
"995","Lelystad","Lelystad","S",,,
"995","Lelystad","Lelystad","V",,,
"1507","Horst aan de Maas","Broekhuizen","D",,,
"1507","Horst aan de Maas","Broekhuizen","E",,,
"1507","Horst aan de Maas","Broekhuizen","F",,,
"1507","Horst aan de Maas","Broekhuizen","G",,,
"1507","Horst aan de Maas","Broekhuizen","H",,,
"1507","Horst aan de Maas","Broekhuizen","I",,,
"1507","Horst aan de Maas","Grubbenvorst","A",,,
"1507","Horst aan de Maas","Grubbenvorst","B",,,
"1507","Horst aan de Maas","Grubbenvorst","C",,,
"1507","Horst aan de Maas","Grubbenvorst","D",,,
"1507","Horst aan de Maas","Grubbenvorst","E",,,
"1507","Horst aan de Maas","Grubbenvorst","F",,,
"1507","Horst aan de Maas","Grubbenvorst","G",,,
"1507","Horst aan de Maas","Grubbenvorst","H",,,
"1507","Horst aan de Maas","Grubbenvorst","K",,,
"1507","Horst aan de Maas","Grubbenvorst","L",,,
"1507","Horst aan de Maas","Grubbenvorst","M",,,
"1507","Horst aan de Maas","Horst","B",,,
"1507","Horst aan de Maas","Horst","C",,,
"1507","Horst aan de Maas","Horst","D",,,
"1507","Horst aan de Maas","Horst","F",,,
"1507","Horst aan de Maas","Horst","G",,,
"1507","Horst aan de Maas","Horst","H",,,
"1507","Horst aan de Maas","Horst","I",,,
"1507","Horst aan de Maas","Horst","K",,,
"1507","Horst aan de Maas","Horst","L",,,
"1507","Horst aan de Maas","Horst","M",,,
"1507","Horst aan de Maas","Horst","N",,,
"1507","Horst aan de Maas","Horst","O",,,
"1507","Horst aan de Maas","Horst","P",,,
"1507","Horst aan de Maas","Horst","R",,,
"1507","Horst aan de Maas","Horst","S",,,
"1507","Horst aan de Maas","Horst","T",,,
"1507","Horst aan de Maas","Horst","U",,,
"1507","Horst aan de Maas","Meerlo","B",,,
"1507","Horst aan de Maas","Meerlo","C",,,
"1507","Horst aan de Maas","Meerlo","D",,,
"1507","Horst aan de Maas","Meerlo","E",,,
"1507","Horst aan de Maas","Meerlo","F",,,
"1507","Horst aan de Maas","Meerlo","G",,,
"1507","Horst aan de Maas","Meerlo","H",,,
"1507","Horst aan de Maas","Meerlo","K",,,
"1507","Horst aan de Maas","Sevenum","F",,,
"1507","Horst aan de Maas","Sevenum","G",,,
"1507","Horst aan de Maas","Sevenum","H",,,
"1507","Horst aan de Maas","Sevenum","I",,,
"1507","Horst aan de Maas","Sevenum","K",,,
"1507","Horst aan de Maas","Sevenum","L",,,
"1507","Horst aan de Maas","Sevenum","M",,,
"1507","Horst aan de Maas","Sevenum","N",,,
"1507","Horst aan de Maas","Sevenum","P",,,
"1507","Horst aan de Maas","Sevenum","R",,,
"1507","Horst aan de Maas","Sevenum","S",,,
"1507","Horst aan de Maas","Sevenum","T",,,
"1507","Horst aan de Maas","Sevenum","U",,,
"1507","Horst aan de Maas","Sevenum","V",,,
"1507","Horst aan de Maas","Sevenum","W",,,
"1507","Horst aan de Maas","Sevenum","X",,,
"1507","Horst aan de Maas","Sevenum","Y",,,
"1507","Horst aan de Maas","Sevenum","Z",,,
"1509","Oude IJsselstreek","Gendringen","A",,,
"1509","Oude IJsselstreek","Gendringen","C",,,
"1509","Oude IJsselstreek","Gendringen","H",,,
"1509","Oude IJsselstreek","Gendringen","I",,,
"1509","Oude IJsselstreek","Gendringen","K",,,
"1509","Oude IJsselstreek","Gendringen","L",,,
"1509","Oude IJsselstreek","Gendringen","M",,,
"1509","Oude IJsselstreek","Gendringen","N",,,
"1509","Oude IJsselstreek","Gendringen","O",,,
"1509","Oude IJsselstreek","Gendringen","P",,,
"1509","Oude IJsselstreek","Gendringen","R",,,
"1509","Oude IJsselstreek","Gendringen","S",,,
"1509","Oude IJsselstreek","Gendringen","T",,,
"1509","Oude IJsselstreek","Varsseveld","A",,,
"1509","Oude IJsselstreek","Varsseveld","B",,,
"1509","Oude IJsselstreek","Varsseveld","C",,,
"1509","Oude IJsselstreek","Varsseveld","D",,,
"1509","Oude IJsselstreek","Varsseveld","E",,,
"1509","Oude IJsselstreek","Varsseveld","F",,,
"1509","Oude IJsselstreek","Varsseveld","G",,,
"1509","Oude IJsselstreek","Varsseveld","H",,,
"1509","Oude IJsselstreek","Varsseveld","I",,,
"1509","Oude IJsselstreek","Varsseveld","K",,,
"1509","Oude IJsselstreek","Varsseveld","L",,,
"1509","Oude IJsselstreek","Wisch","A",,,
"1509","Oude IJsselstreek","Wisch","B",,,
"1509","Oude IJsselstreek","Wisch","C",,,
"1509","Oude IJsselstreek","Wisch","D",,,
"1509","Oude IJsselstreek","Wisch","E",,,
"1509","Oude IJsselstreek","Wisch","F",,,
"1509","Oude IJsselstreek","Wisch","H",,,
"1525","Teylingen","Sassenheim","A",,,
"1525","Teylingen","Sassenheim","B",,,
"1525","Teylingen","Voorhout","A",,,
"1525","Teylingen","Voorhout","B",,,
"1525","Teylingen","Warmond","A",,,
"1525","Teylingen","Warmond","B",,,
"1525","Teylingen","Warmond","C",,,
"1525","Teylingen","Warmond","D",,,
"1525","Teylingen","Warmond","E",,,
"1581","Utrechtse Heuvelrug","Amerongen","A",,,
"1581","Utrechtse Heuvelrug","Amerongen","B",,,
"1581","Utrechtse Heuvelrug","Amerongen","C",,,
"1581","Utrechtse Heuvelrug","Amerongen","D",,,
"1581","Utrechtse Heuvelrug","Amerongen","E",,,
"1581","Utrechtse Heuvelrug","Amerongen","F",,,
"1581","Utrechtse Heuvelrug","Amerongen","G",,,
"1581","Utrechtse Heuvelrug","Driebergen-Rijsenburg","A",,,
"1581","Utrechtse Heuvelrug","Driebergen-Rijsenburg","B",,,
"1581","Utrechtse Heuvelrug","Driebergen-Rijsenburg","C",,,
"1581","Utrechtse Heuvelrug","Driebergen-Rijsenburg","D",,,
"1581","Utrechtse Heuvelrug","Driebergen-Rijsenburg","E",,,
"1581","Utrechtse Heuvelrug","Doorn","A",,,
"1581","Utrechtse Heuvelrug","Doorn","B",,,
"1581","Utrechtse Heuvelrug","Leersum","A",,,
"1581","Utrechtse Heuvelrug","Leersum","B",,,
"1581","Utrechtse Heuvelrug","Leersum","C",,,
"1581","Utrechtse Heuvelrug","Leersum","D",,,
"1581","Utrechtse Heuvelrug","Leersum","E",,,
"1581","Utrechtse Heuvelrug","Leersum","F",,,
"1581","Utrechtse Heuvelrug","Leersum","G",,,
"1581","Utrechtse Heuvelrug","Leersum","H",,,
"1581","Utrechtse Heuvelrug","Maarn","A",,,
"1581","Utrechtse Heuvelrug","Maarn","B",,,
"1581","Utrechtse Heuvelrug","Maarn","C",,,
"1581","Utrechtse Heuvelrug","Maarn","D",,,
"1581","Utrechtse Heuvelrug","Maarn","E",,,
"1586","Oost Gelre","Groenlo","A",,,
"1586","Oost Gelre","Groenlo","B",,,
"1586","Oost Gelre","Groenlo","C",,,
"1586","Oost Gelre","Groenlo","D",,,
"1586","Oost Gelre","Groenlo","E",,,
"1586","Oost Gelre","Groenlo","F",,,
"1586","Oost Gelre","Groenlo","G",,,
"1586","Oost Gelre","Groenlo","H",,,
